Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls,Most_Wickets_in_Match,Runs_in_Best_Bowling_Match
2022.0,Sanju Samson,17.0,1.0,458.0,55.0,28.63,312.0,146.79,0.0,2.0,43.0,26.0,14.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Sanju Samson,14.0,2.0,484.0,119.0,40.33,354.0,136.72,1.0,2.0,45.0,17.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Sanju Samson,14.0,1.0,375.0,85.0,28.84,236.0,158.89,0.0,3.0,21.0,26.0,9.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sanju Samson,12.0,2.0,342.0,102.0,34.2,230.0,148.69,1.0,0.0,28.0,13.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,Sanju Samson,15.0,1.0,441.0,92.0,31.5,320.0,137.81,0.0,3.0,30.0,19.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,Sanju Samson,14.0,0.0,386.0,102.0,27.57,273.0,141.39,1.0,2.0,32.0,19.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Sanju Samson,14.0,3.0,291.0,60.0,26.45,259.0,112.35,0.0,1.0,20.0,8.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Sanju Samson,14.0,1.0,204.0,76.0,20.4,163.0,125.15,0.0,1.0,16.0,8.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Sanju Samson,13.0,0.0,339.0,74.0,26.07,273.0,124.17,0.0,2.0,25.0,17.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,Sanju Samson,11.0,2.0,206.0,63.0,25.75,178.0,115.73,0.0,1.0,19.0,5.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Shahbaz Ahamad,16.0,3.0,215.0,59.0,23.89,166.0,129.52,0.0,1.0,7.0,13.0,3.0,0.0,16.0,165.0,270.0,7.0,38.57,9.82,23.57,0.0,0.0,3.0,23.0
2023.0,Shahbaz Ahamad,10.0,2.0,42.0,20.0,10.5,39.0,107.69,0.0,0.0,3.0,1.0,5.0,0.0,10.0,42.0,95.0,1.0,95.0,13.57,42.0,0.0,0.0,1.0,38.0
2022.0,Shahbaz Ahamad,16.0,3.0,219.0,45.0,27.38,181.0,120.99,0.0,0.0,14.0,9.0,8.0,0.0,16.0,210.0,336.0,4.0,84.0,9.6,52.5,0.0,0.0,2.0,26.0
2021.0,Shahbaz Ahamad,11.0,0.0,59.0,14.0,8.42,53.0,111.32,0.0,0.0,4.0,2.0,4.0,0.0,11.0,84.0,92.0,7.0,13.14,6.57,12.0,0.0,0.0,3.0,7.0
2020.0,Shahbaz Ahamad,2.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,36.0,44.0,2.0,22.0,7.33,18.0,0.0,0.0,2.0,26.0
2024.0,Shahrukh Khan,7.0,0.0,127.0,58.0,18.14,75.0,169.33,0.0,1.0,9.0,9.0,6.0,0.0,7.0,12.0,15.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.0
2023.0,Shahrukh Khan,14.0,6.0,156.0,41.0,22.29,94.0,165.96,0.0,0.0,13.0,9.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Shahrukh Khan,8.0,1.0,117.0,26.0,16.71,108.0,108.33,0.0,0.0,4.0,9.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Shahrukh Khan,11.0,3.0,153.0,47.0,21.85,114.0,134.21,0.0,0.0,9.0,10.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Shamar Joseph,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,47.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,47.0
2024.0,Shashank Singh,14.0,6.0,354.0,68.0,44.25,215.0,164.65,0.0,2.0,28.0,21.0,7.0,0.0,14.0,6.0,5.0,1.0,5.0,5.0,6.0,0.0,0.0,1.0,5.0
2022.0,Shashank Singh,10.0,1.0,69.0,25.0,17.25,47.0,146.81,0.0,0.0,5.0,4.0,3.0,0.0,10.0,12.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
2022.0,Sherfane Rutherford,3.0,0.0,33.0,28.0,16.5,50.0,66.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Sherfane Rutherford,7.0,2.0,73.0,28.0,14.6,54.0,135.18,0.0,0.0,2.0,7.0,5.0,0.0,7.0,41.0,59.0,1.0,59.0,8.63,41.0,0.0,0.0,1.0,6.0
2024.0,Shimron Hetmyer,12.0,4.0,113.0,27.0,22.6,69.0,163.77,0.0,0.0,9.0,7.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,Shimron Hetmyer,14.0,5.0,300.0,56.0,37.5,197.0,152.28,0.0,1.0,12.0,23.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Shimron Hetmyer,15.0,8.0,314.0,59.0,44.86,204.0,153.92,0.0,1.0,21.0,21.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Shimron Hetmyer,14.0,6.0,242.0,53.0,34.57,144.0,168.05,0.0,1.0,19.0,12.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Shimron Hetmyer,12.0,3.0,185.0,45.0,23.12,125.0,148.0,0.0,0.0,11.0,12.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Shimron Hetmyer,5.0,0.0,90.0,75.0,18.0,73.0,123.28,0.0,1.0,4.0,7.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Shivam Dube,14.0,3.0,396.0,66.0,36.0,244.0,162.3,0.0,3.0,28.0,28.0,2.0,0.0,14.0,6.0,14.0,1.0,14.0,14.0,6.0,0.0,0.0,1.0,14.0
2023.0,Shivam Dube,16.0,3.0,418.0,52.0,38.0,264.0,158.33,0.0,3.0,12.0,35.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Shivam Dube,11.0,1.0,289.0,95.0,28.9,185.0,156.22,0.0,2.0,22.0,16.0,6.0,0.0,11.0,12.0,36.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,11.0
2021.0,Shivam Dube,9.0,1.0,230.0,64.0,28.75,193.0,119.17,0.0,1.0,18.0,10.0,2.0,0.0,9.0,30.0,49.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,5.0
2020.0,Shivam Dube,11.0,2.0,129.0,27.0,18.42,105.0,122.85,0.0,0.0,5.0,9.0,2.0,0.0,11.0,54.0,73.0,4.0,18.25,8.11,13.5,0.0,0.0,2.0,15.0
2019.0,Shivam Dube,4.0,1.0,40.0,24.0,13.33,33.0,121.21,0.0,0.0,1.0,3.0,1.0,0.0,4.0,10.0,8.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,3.0
2024.0,Shreyas Gopal,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,42.0,67.0,3.0,22.33,9.57,14.0,0.0,0.0,1.0,9.0
2022.0,Shreyas Gopal,1.0,1.0,9.0,9.0,0.0,7.0,128.57,0.0,0.0,2.0,0.0,0.0,0.0,1.0,18.0,34.0,1.0,34.0,11.33,18.0,0.0,0.0,1.0,34.0
2021.0,Shreyas Gopal,3.0,1.0,7.0,7.0,7.0,5.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,42.0,84.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0
2020.0,Shreyas Gopal,14.0,1.0,37.0,23.0,9.25,39.0,94.87,0.0,0.0,3.0,0.0,2.0,0.0,14.0,300.0,427.0,10.0,42.7,8.54,30.0,0.0,0.0,2.0,28.0
2019.0,Shreyas Gopal,14.0,3.0,63.0,19.0,15.75,46.0,136.95,0.0,0.0,8.0,1.0,5.0,0.0,14.0,288.0,347.0,20.0,17.35,7.22,14.4,0.0,0.0,3.0,12.0
2018.0,Shreyas Gopal,11.0,1.0,50.0,24.0,16.66,45.0,111.11,0.0,0.0,5.0,0.0,3.0,0.0,11.0,186.0,236.0,11.0,21.45,7.61,16.9,1.0,0.0,4.0,16.0
2016.0,Shreyas Gopal,1.0,0.0,2.0,2.0,2.0,16.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0
2015.0,Shreyas Gopal,1.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,23.0,1.0,23.0,10.61,13.0,0.0,0.0,1.0,23.0
2014.0,Shreyas Gopal,4.0,0.0,11.0,11.0,11.0,10.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,84.0,113.0,6.0,18.83,8.07,14.0,0.0,0.0,2.0,25.0
2024.0,Shreyas Iyer,14.0,5.0,351.0,58.0,39.0,239.0,146.86,0.0,2.0,34.0,14.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Shreyas Iyer,14.0,1.0,401.0,85.0,30.85,298.0,134.56,0.0,3.0,41.0,11.0,5.0,0.0,14.0,6.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
2021.0,Shreyas Iyer,8.0,3.0,175.0,47.0,35.0,171.0,102.33,0.0,0.0,7.0,5.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Shreyas Iyer,17.0,2.0,519.0,88.0,34.6,421.0,123.27,0.0,3.0,40.0,16.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Shreyas Iyer,16.0,1.0,463.0,67.0,30.86,386.0,119.94,0.0,3.0,41.0,14.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,Shreyas Iyer,14.0,3.0,411.0,93.0,37.36,310.0,132.58,0.0,4.0,29.0,21.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,Shreyas Iyer,12.0,2.0,338.0,96.0,33.8,243.0,139.09,0.0,2.0,36.0,10.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Shreyas Iyer,6.0,0.0,30.0,19.0,5.0,43.0,69.76,0.0,0.0,2.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Shreyas Iyer,14.0,1.0,439.0,83.0,33.76,342.0,128.36,0.0,4.0,41.0,21.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Shubham Dubey,4.0,1.0,33.0,25.0,16.5,19.0,173.68,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Shubman Gill,12.0,1.0,426.0,104.0,38.73,289.0,147.4,1.0,2.0,37.0,15.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,Shubman Gill,17.0,2.0,890.0,129.0,59.33,564.0,157.8,3.0,4.0,85.0,33.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Shubman Gill,16.0,2.0,483.0,96.0,34.5,365.0,132.33,0.0,4.0,51.0,11.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Shubman Gill,17.0,0.0,478.0,57.0,28.11,402.0,118.9,0.0,3.0,50.0,12.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Shubman Gill,14.0,1.0,440.0,70.0,33.84,373.0,117.96,0.0,3.0,44.0,9.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Shubman Gill,14.0,4.0,296.0,76.0,32.88,238.0,124.36,0.0,3.0,21.0,10.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,Shubman Gill,13.0,5.0,203.0,57.0,33.83,139.0,146.04,0.0,1.0,22.0,5.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Simarjeet Singh,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,72.0,121.0,5.0,24.2,10.08,14.4,0.0,0.0,3.0,26.0
2022.0,Simarjeet Singh,6.0,2.0,7.0,3.0,7.0,8.0,87.5,0.0,0.0,0.0,0.0,1.0,0.0,6.0,108.0,138.0,4.0,34.5,7.67,27.0,0.0,0.0,2.0,27.0
2024.0,Spencer Johnson,5.0,3.0,6.0,5.0,0.0,7.0,85.71,0.0,0.0,1.0,0.0,1.0,0.0,5.0,96.0,151.0,4.0,37.75,9.44,24.0,0.0,0.0,2.0,25.0
2024.0,Sunil Narine,14.0,0.0,488.0,109.0,34.86,270.0,180.74,1.0,3.0,50.0,33.0,8.0,0.0,15.0,330.0,368.0,17.0,21.65,6.69,19.41,0.0,0.0,2.0,22.0
2023.0,Sunil Narine,14.0,3.0,21.0,7.0,3.0,25.0,84.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,288.0,383.0,11.0,34.82,7.98,26.18,0.0,0.0,3.0,33.0
2022.0,Sunil Narine,14.0,2.0,71.0,22.0,8.88,40.0,177.5,0.0,0.0,6.0,6.0,3.0,0.0,14.0,336.0,312.0,9.0,34.67,5.57,37.33,0.0,0.0,2.0,21.0
2021.0,Sunil Narine,14.0,2.0,62.0,26.0,7.75,47.0,131.91,0.0,0.0,3.0,5.0,2.0,0.0,14.0,336.0,361.0,16.0,22.56,6.44,21.0,1.0,0.0,4.0,21.0
2020.0,Sunil Narine,10.0,0.0,121.0,64.0,13.44,85.0,142.35,0.0,1.0,10.0,8.0,2.0,0.0,10.0,228.0,302.0,5.0,60.4,7.94,45.6,0.0,0.0,2.0,28.0
2019.0,Sunil Narine,12.0,1.0,143.0,47.0,17.87,86.0,166.27,0.0,0.0,17.0,9.0,0.0,0.0,12.0,266.0,347.0,10.0,34.7,7.82,26.6,0.0,0.0,2.0,19.0
2018.0,Sunil Narine,16.0,0.0,357.0,75.0,22.31,188.0,189.89,0.0,2.0,40.0,23.0,1.0,0.0,16.0,366.0,467.0,17.0,27.47,7.65,21.52,0.0,0.0,3.0,18.0
2017.0,Sunil Narine,16.0,1.0,224.0,54.0,17.23,130.0,172.3,0.0,1.0,34.0,10.0,4.0,0.0,16.0,354.0,412.0,10.0,41.2,6.98,35.4,0.0,0.0,2.0,29.0
2016.0,Sunil Narine,11.0,3.0,7.0,4.0,7.0,13.0,53.84,0.0,0.0,0.0,0.0,2.0,0.0,11.0,257.0,304.0,11.0,27.63,7.09,23.36,0.0,0.0,3.0,26.0
2015.0,Sunil Narine,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,192.0,234.0,7.0,33.42,7.31,27.42,1.0,0.0,4.0,19.0
2014.0,Sunil Narine,16.0,3.0,10.0,6.0,5.0,14.0,71.42,0.0,0.0,0.0,0.0,2.0,0.0,16.0,384.0,407.0,21.0,19.38,6.35,18.28,2.0,0.0,4.0,20.0
2013.0,Sunil Narine,16.0,3.0,21.0,13.0,7.0,19.0,110.52,0.0,0.0,0.0,2.0,6.0,0.0,16.0,384.0,350.0,22.0,15.9,5.46,17.45,2.0,0.0,4.0,13.0
2012.0,Sunil Narine,15.0,1.0,9.0,9.0,9.0,7.0,128.57,0.0,0.0,2.0,0.0,1.0,0.0,15.0,355.0,324.0,24.0,13.5,5.47,14.79,1.0,1.0,5.0,19.0
2024.0,Suryakumar Yadav,11.0,1.0,345.0,102.0,34.5,206.0,167.48,1.0,3.0,36.0,18.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,Suryakumar Yadav,16.0,2.0,605.0,103.0,43.21,334.0,181.14,1.0,5.0,65.0,28.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Suryakumar Yadav,8.0,1.0,303.0,68.0,43.29,208.0,145.67,0.0,3.0,23.0,16.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Suryakumar Yadav,14.0,0.0,317.0,82.0,22.64,221.0,143.43,0.0,2.0,40.0,10.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Suryakumar Yadav,16.0,3.0,480.0,79.0,40.0,331.0,145.01,0.0,4.0,61.0,11.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Suryakumar Yadav,16.0,2.0,424.0,71.0,32.61,324.0,130.86,0.0,2.0,45.0,10.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,Suryakumar Yadav,14.0,0.0,512.0,72.0,36.57,384.0,133.33,0.0,4.0,61.0,16.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,Suryakumar Yadav,10.0,1.0,105.0,31.0,17.5,88.0,119.31,0.0,0.0,8.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Suryakumar Yadav,15.0,4.0,182.0,60.0,26.0,143.0,127.27,0.0,1.0,18.0,5.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015.0,Suryakumar Yadav,13.0,4.0,157.0,46.0,17.44,113.0,138.93,0.0,0.0,12.0,8.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014.0,Suryakumar Yadav,16.0,5.0,164.0,34.0,32.8,117.0,140.17,0.0,0.0,16.0,5.0,7.0,0.0,16.0,6.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0
2012.0,Suryakumar Yadav,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Suyash Sharma,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,24.0,51.0,0.0,0.0,12.75,0.0,0.0,0.0,0.0,18.0
2023.0,Suyash Sharma,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,234.0,321.0,10.0,32.1,8.23,23.4,0.0,0.0,3.0,30.0
2024.0,Swapnil Singh,7.0,3.0,37.0,15.0,18.5,21.0,176.19,0.0,0.0,3.0,3.0,2.0,0.0,7.0,90.0,133.0,6.0,22.17,8.87,15.0,0.0,0.0,2.0,28.0
2023.0,Swapnil Singh,2.0,1.0,2.0,2.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0
2024.0,T Natarajan,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,308.0,465.0,19.0,24.47,9.06,16.21,1.0,0.0,4.0,19.0
2023.0,T Natarajan,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,270.0,410.0,10.0,41.0,9.11,27.0,0.0,0.0,2.0,23.0
2022.0,T Natarajan,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,258.0,406.0,18.0,22.56,9.44,14.33,0.0,0.0,3.0,10.0
2021.0,T Natarajan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,69.0,2.0,34.5,8.62,24.0,0.0,0.0,1.0,32.0
2020.0,T Natarajan,16.0,3.0,3.0,3.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,377.0,504.0,16.0,31.5,8.02,23.56,0.0,0.0,2.0,24.0
2017.0,T Natarajan,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,76.0,115.0,2.0,57.5,9.07,38.0,0.0,0.0,1.0,26.0
2024.0,Tim David,13.0,3.0,241.0,45.0,30.13,152.0,158.55,0.0,0.0,14.0,15.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,Tim David,16.0,6.0,231.0,45.0,25.67,146.0,158.22,0.0,0.0,12.0,15.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Tim David,8.0,3.0,186.0,46.0,37.2,86.0,216.28,0.0,0.0,12.0,16.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Tim David,1.0,0.0,1.0,1.0,1.0,3.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Travis Head,15.0,1.0,567.0,102.0,40.5,296.0,191.55,1.0,4.0,64.0,32.0,0.0,0.0,15.0,10.0,32.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,32.0
2017.0,Travis Head,7.0,2.0,151.0,75.0,30.2,108.0,139.81,0.0,1.0,9.0,6.0,2.0,0.0,7.0,48.0,81.0,2.0,40.5,10.12,24.0,0.0,0.0,2.0,30.0
2016.0,Travis Head,3.0,1.0,54.0,37.0,27.0,40.0,135.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Trent Boult,15.0,3.0,14.0,12.0,7.0,16.0,87.5,0.0,0.0,2.0,0.0,4.0,0.0,16.0,320.0,443.0,16.0,27.69,8.31,20.0,0.0,0.0,3.0,22.0
2023.0,Trent Boult,10.0,3.0,16.0,15.0,16.0,14.0,114.29,0.0,0.0,1.0,1.0,5.0,0.0,10.0,228.0,312.0,13.0,24.0,8.21,17.54,0.0,0.0,3.0,29.0
2022.0,Trent Boult,16.0,6.0,40.0,17.0,20.0,29.0,137.93,0.0,0.0,2.0,1.0,2.0,0.0,16.0,372.0,492.0,16.0,30.75,7.94,23.25,0.0,0.0,2.0,18.0
2021.0,Trent Boult,14.0,4.0,1.0,1.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,308.0,406.0,13.0,31.23,7.9,23.69,0.0,0.0,3.0,28.0
2020.0,Trent Boult,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,344.0,457.0,25.0,18.28,7.97,13.76,1.0,0.0,4.0,18.0
2019.0,Trent Boult,5.0,2.0,7.0,6.0,7.0,4.0,175.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,114.0,163.0,5.0,32.6,8.57,22.8,0.0,0.0,2.0,27.0
2018.0,Trent Boult,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,316.0,466.0,18.0,25.88,8.84,17.55,0.0,0.0,2.0,20.0
2017.0,Trent Boult,6.0,1.0,5.0,5.0,0.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,143.0,216.0,5.0,43.2,9.06,28.6,0.0,0.0,2.0,30.0
2016.0,Trent Boult,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,39.0,1.0,39.0,9.75,24.0,0.0,0.0,1.0,39.0
2015.0,Trent Boult,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,168.0,236.0,9.0,26.22,8.42,18.66,0.0,0.0,3.0,19.0
2024.0,Tristan Stubbs,14.0,6.0,378.0,71.0,54.0,198.0,190.91,0.0,3.0,24.0,26.0,7.0,0.0,14.0,12.0,15.0,3.0,5.0,7.5,4.0,0.0,0.0,2.0,11.0
2023.0,Tristan Stubbs,2.0,0.0,25.0,20.0,12.5,31.0,80.65,0.0,0.0,2.0,0.0,0.0,0.0,2.0,12.0,14.0,1.0,14.0,7.0,12.0,0.0,0.0,1.0,14.0
2022.0,Tristan Stubbs,2.0,0.0,2.0,2.0,1.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Tushar Deshpande,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,288.0,424.0,17.0,24.94,8.83,16.94,1.0,0.0,4.0,27.0
2023.0,Tushar Deshpande,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,341.0,564.0,21.0,26.86,9.92,16.24,0.0,0.0,3.0,45.0
2022.0,Tushar Deshpande,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,42.0,63.0,1.0,63.0,9.0,42.0,0.0,0.0,1.0,40.0
2020.0,Tushar Deshpande,5.0,1.0,21.0,20.0,21.0,12.0,175.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,102.0,192.0,3.0,64.0,11.29,34.0,0.0,0.0,2.0,37.0
2024.0,Umran Malik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0
